Date,ticker_P,le cours d'ouverture_P,le plus haut_P,le plus bas_P,le cours de cl??ture_P,le volume de titres ??chang??s_P,Gtrends_P,nom_P,ISIN_P,ISIN_G,nom_G,Gtrends_G,le volume de titres ??chang??s_G,le cours de cl??ture_G,le plus haut_G,le plus bas_G,le cours d'ouverture_G,ticker_G
3/1/2017,AC,37.495,37.59,37.225,37.52,1199037,50,Accor Hotels,FR0000120404,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,GLE,42.6,44.185,42.51,43.97,6332074,90,Societe Generale,FR0000130809,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,ML,106.55,107.8,106.35,107.3,449706,79,Michelin,FR0000121261,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,FP,47.25,47.885,47.25,47.75,5646676,97,Total,FR0000120271,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,KER,215.0976,219.0017,215.0976,217.9792,274435,38,Kering,FR0000121485,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,BN,62.9,63.05,62.57,62.86,1734390,85,Danone,FR0000120644,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,MT,25.17,26.241,25.164,26.22,8433288,33,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,STM,14.47,14.68,14.425,14.67,1809268,55,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,DSY,76.8,77.39,76.48,77.03,292030,80,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,RMS,414.8,418.55,414.25,418.15,48458,74,Hermes,FR0000052292,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,AIR,69.69,71.4,69.64,71.12,2496301,99,Airbus,NL0000235190,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,EN,36.585,37.11,36.57,37.1,1015567,89,Bouygues,FR0000120503,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,CS,22.49,23.175,22.455,23.04,10396196,90,Axa,FR0000120628,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,DG,68.53,70.19,68.53,69.73,1798012,80,Vinci,FR0000125486,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,SW,104,104.95,103.95,104.55,203439,73,Sodexo,FR0000121220,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,RI,108.5,109.5,108.35,109,444710,61,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,SGO,45.76,46.28,45.575,46.1,1961186,76,Saint Gobain,FR0000125007,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,AI,93.4091,94.6364,93.1818,94.1364,1050933,82,Air Liquide,FR0000120073,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,ENGI,11.565,11.66,11.49,11.645,7716717,76,Engie,FR0010208488,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,RNO,84.4,87.15,84.38,86.4,1078135,85,Renault,FR0000131906,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,SU,64.25,65.81,64.25,65.27,1680806,82,Schneider Electric,FR0000121972,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,URW,215.7,218.35,215.65,217.35,282554,57,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,BNP,55.89,57.96,55.74,57.59,5436640,54,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,CA,22.665,22.895,22.665,22.8,2348727,51,Carrefour,FR0000120172,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,SAN,81.77,83.29,81.76,82.82,2802589,98,Sanofi,FR0000120578,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,EL,108.85,110.65,108.5,109.5,552596,80,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,UG,18.22,18.51,18.005,18.41,3548465,77,Peugeot,FR0000121501,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,LR,53.65,54.38,53.55,54.23,620870,60,Legrand SA,FR0010307819,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,CAP,80.5,82.6,80.21,82.24,873156,87,CapGemini,FR0000125338,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,ATO,111.65,112.5,109.55,111.3,387363,80,Atos,FR0000051732,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,SAF,67.5,68.25,67.19,67.93,1246162,84,Safran,FR0000073272,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,MC,191.35,195.95,191.35,195.3,715213,31,Lvmh,FR0000121014,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,FR,58.83,59.79,58.54,59.54,1045058,83,Valeo,FR0013176526,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,OR,176.75,177.25,176.1,176.6,721117,91,L'oreal,FR0000120321,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,ORA,14.36,14.445,14.26,14.4,6019119,90,Orange,FR0000133308,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,PUB,63.99,64.62,63.88,64.59,616097,59,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,VIE,15.5,15.78,15.285,15.78,4942020,80,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,VIV,16.725,16.78,16.5,16.73,5373299,45,Vivendi,FR0000127771,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,ACA,11.55,11.895,11.55,11.81,10022435,88,Credit Agricole,FR0000045072,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/1/2017,FTI,30.51,31.31,30.51,31.3,1423037,72,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,41,3995369,4960.83,4970.64,4897.48,4897.48,PX1
3/2/2017,SAN,82.78,83.29,82.35,82.64,1822381,83,Sanofi,FR0000120578,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,RNO,86.4,86.45,85.24,85.88,674418,91,Renault,FR0000131906,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,SGO,46.46,46.495,45.485,45.595,1836368,90,Saint Gobain,FR0000125007,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,DG,69.76,69.92,69.42,69.92,1101316,81,Vinci,FR0000125486,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,FP,47.55,47.955,47.45,47.795,4023715,100,Total,FR0000120271,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,GLE,43.98,44.42,43.785,44.115,4449405,88,Societe Generale,FR0000130809,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,CS,23.17,23.355,22.975,23.2,5914732,88,Axa,FR0000120628,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,RI,108.65,109.2,107.95,108.8,368738,49,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,AIR,71.16,71.7,70.93,71.7,1562954,94,Airbus,NL0000235190,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,PUB,64.63,64.71,64.21,64.21,471404,63,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,OR,176,176.2,174.05,176.05,693973,89,L'oreal,FR0000120321,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,RMS,417.1,420.15,416,419.8,33260,73,Hermes,FR0000052292,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,AC,37.54,37.55,37.295,37.305,770058,86,Accor Hotels,FR0000120404,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,LR,54.26,54.32,53.61,53.61,444143,54,Legrand SA,FR0010307819,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,VIE,15.8,16.24,15.695,16.19,4564094,75,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,FR,59.47,59.91,59.25,59.56,717988,91,Valeo,FR0013176526,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,KER,218.1651,218.258,215.6553,215.6553,157700,40,Kering,FR0000121485,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,CAP,82.08,83.87,82.06,83.37,900437,86,CapGemini,FR0000125338,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,MT,26.292,26.52,25.521,25.668,6544209,42,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,MC,194.8,194.85,193,194.1,443630,37,Lvmh,FR0000121014,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,DSY,76.95,77.23,76.34,76.78,311258,86,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,EL,109.2,109.2,106.7,108.5,751009,85,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,CA,22.865,22.955,22.73,22.81,2079580,50,Carrefour,FR0000120172,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,ML,106.85,107.15,106.35,107,511673,81,Michelin,FR0000121261,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,ORA,14.435,14.435,14.255,14.37,6331941,89,Orange,FR0000133308,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,SW,104.7,105.4,103.8,105.25,176544,63,Sodexo,FR0000121220,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,BN,62.73,62.79,62.2,62.73,1303529,95,Danone,FR0000120644,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,BNP,57.91,58.11,57.49,57.67,3819429,51,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,STM,14.775,14.825,14.555,14.715,2163916,56,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,ACA,11.9,12.045,11.86,11.86,6106506,82,Credit Agricole,FR0000045072,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,EN,37.15,37.32,36.785,36.98,935773,75,Bouygues,FR0000120503,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,FTI,31.5,32.105,31.495,31.58,1434108,63,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,URW,217.4,217.4,214.35,215.85,293332,62,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,ATO,111.5,111.85,109.7,110.55,429122,95,Atos,FR0000051732,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,VIV,16.47,16.755,16.47,16.68,4412323,33,Vivendi,FR0000127771,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,SAF,68.2,68.8,68.06,68.77,1073370,87,Safran,FR0000073272,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,ENGI,12,12.63,12,12.605,21785627,85,Engie,FR0010208488,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,AI,94.1364,94.1818,93.4091,93.4091,838515,75,Air Liquide,FR0000120073,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,UG,18.39,18.525,18.22,18.525,2338921,77,Peugeot,FR0000121501,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/2/2017,SU,65.57,65.69,65.12,65.12,908383,96,Schneider Electric,FR0000121972,FR0003500008,CAC 40,38,3240877,4963.8,4972.88,4955.41,4965.27,PX1
3/3/2017,FTI,31.48,31.58,31.245,31.245,1084780,38,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,AC,37.34,37.405,37.01,37.295,802780,54,Accor Hotels,FR0000120404,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,BNP,57.7,59.94,57.53,59.31,4950723,49,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,RI,108.85,108.85,108,108.4,269803,56,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,ORA,14.25,14.495,14.25,14.375,6715324,89,Orange,FR0000133308,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,EL,108.05,108.9,106.95,108.9,494050,84,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,EN,36.79,37.255,36.785,37.255,594692,73,Bouygues,FR0000120503,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,VIV,16.685,16.685,16.48,16.545,4436754,37,Vivendi,FR0000127771,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,AIR,71.57,71.85,70.92,71.17,1968675,93,Airbus,NL0000235190,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,SAN,82.6,83.73,82.49,83.59,2269713,74,Sanofi,FR0000120578,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,UG,18.49,19.06,18.42,19.06,4111033,77,Peugeot,FR0000121501,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,PUB,63.96,64.12,63.09,63.09,951415,58,Publicis Groupe,FR0000130577,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,SAF,68.73,68.89,68.17,68.6,1020084,83,Safran,FR0000073272,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,SW,105,105.2,104.15,105.05,215270,84,Sodexo,FR0000121220,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,DG,69.12,70.35,69.12,70,1340932,76,Vinci,FR0000125486,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,KER,215.4694,216.7243,214.4004,216.213,145157,40,Kering,FR0000121485,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,BN,62.75,62.75,62.09,62.53,1373990,88,Danone,FR0000120644,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,GLE,43.91,46.32,43.75,46.13,6663331,82,Societe Generale,FR0000130809,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,MC,193.7,194.65,192.95,194.35,396855,33,Lvmh,FR0000121014,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,SGO,45.55,46.19,45.29,46.17,1270070,65,Saint Gobain,FR0000125007,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,CA,22.79,23.07,22.72,22.835,2201912,52,Carrefour,FR0000120172,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,ATO,110.4,111.25,110.15,110.65,250019,87,Atos,FR0000051732,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,ML,106.95,107.25,106.45,106.5,382124,84,Michelin,FR0000121261,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,MT,25.32,25.614,25.134,25.227,6123502,26,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,CS,23.195,23.745,23.125,23.605,7917729,82,Axa,FR0000120628,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,FP,47.655,48.22,47.58,48.075,4596460,90,Total,FR0000120271,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,URW,214.9,217.55,214.3,217.45,237103,45,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,DSY,76.73,76.82,76.22,76.27,174165,99,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,RMS,419,419.3,416.75,418.1,19456,72,Hermes,FR0000052292,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,CAP,83.45,84.33,83.45,84.02,610236,70,CapGemini,FR0000125338,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,ENGI,12.725,12.92,12.65,12.795,13058479,78,Engie,FR0010208488,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,STM,14.77,14.81,14.59,14.73,1719653,46,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,ACA,11.82,12.34,11.775,12.195,9308677,78,Credit Agricole,FR0000045072,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,AI,93.4091,93.5909,92.9091,93.4546,825381,81,Air Liquide,FR0000120073,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,RNO,85.4,87.37,85.25,87.32,730972,95,Renault,FR0000131906,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,OR,176.1,176.7,175.6,176.45,543852,96,L'oreal,FR0000120321,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,FR,59.29,59.78,57.8,59.49,514322,85,Valeo,FR0013176526,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,SU,65.21,65.41,64.58,65.3,1138493,83,Schneider Electric,FR0000121972,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,VIE,16.15,16.4,16.105,16.26,3632658,63,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/3/2017,LR,53.42,53.49,52.97,53.32,517049,53,Legrand SA,FR0010307819,FR0003500008,CAC 40,41,3369754,4995.13,5002.32,4948.72,4953.3,PX1
3/6/2017,MT,25.095,25.206,24.54,24.765,6278275,45,Arcelor Mittal,LU1598757687,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,BN,62.26,62.54,62.01,62.5,1189860,97,Danone,FR0000120644,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,VIV,16.405,16.645,16.33,16.565,3371642,36,Vivendi,FR0000127771,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,SW,104.65,104.75,104,104.65,137717,50,Sodexo,FR0000121220,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,FP,47.525,48.085,47.51,48.03,4541783,94,Total,FR0000120271,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,RI,108.25,108.75,107.9,108.45,266583,65,Pernod Ricard,FR0000120693,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,ML,106.3,106.7,105.9,106.05,365051,87,Michelin,FR0000121261,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,OR,176.05,176.5,175.45,176.3,542579,90,L'oreal,FR0000120321,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,VIE,16.2,16.31,16.07,16.27,2447292,83,Veolia Environ.,FR0000124141,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,SGO,46.07,46.07,45.45,45.52,1235204,69,Saint Gobain,FR0000125007,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,MC,194.75,194.95,193.25,193.75,448186,34,Lvmh,FR0000121014,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,CAP,83.85,83.85,83.12,83.23,425751,74,CapGemini,FR0000125338,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,CS,23.545,23.79,23.42,23.57,5731129,94,Axa,FR0000120628,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,EL,108.4,108.55,107.7,108.4,302121,70,EssilorLuxottica,FR0000121667,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,FR,59.66,59.9,59,59,438944,91,Valeo,FR0013176526,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,URW,217,217.45,215.8,217.1,199036,66,Unibail - Wfd Unibai,FR0013326246,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,RNO,87.2,87.9,86.1,86.14,525371,97,Renault,FR0000131906,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,BNP,58.99,59.48,58.46,58.7,2809388,60,Bnp Paribas,FR0000131104,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,SAF,68.67,69.12,68.4,69,696917,82,Safran,FR0000073272,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,DG,70.03,70.36,69.85,69.99,974492,81,Vinci,FR0000125486,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,ACA,12.13,12.325,12.07,12.095,4759337,82,Credit Agricole,FR0000045072,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,STM,14.7,14.7,14.42,14.44,1444901,35,Stmicroelectronics,NL0000226223,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,EN,37.195,37.215,36.9,37.165,570949,91,Bouygues,FR0000120503,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,ENGI,12.8,12.805,12.615,12.75,7463209,88,Engie,FR0010208488,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,AIR,70.65,71.47,70.5,71.05,1926655,85,Airbus,NL0000235190,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,UG,20,20.06,19.4,19.58,11559210,100,Peugeot,FR0000121501,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,RMS,417.45,419.1,416.2,418.6,19245,71,Hermes,FR0000052292,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,AI,93.5,93.7727,92.9091,93.4546,852431,70,Air Liquide,FR0000120073,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,CA,22.865,22.955,22.76,22.91,2049080,50,Carrefour,FR0000120172,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,ATO,110.65,110.75,109.85,110.3,167856,88,Atos,FR0000051732,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,SAN,83.56,83.66,81.82,82.45,2357686,89,Sanofi,FR0000120578,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,DSY,76.22,76.63,75.41,76.41,190139,88,Dassault Systemes,FR0000130650,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,LR,53.28,53.35,52.92,53.24,365983,60,Legrand SA,FR0010307819,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,AC,37.25,37.365,36.985,37.25,738309,71,Accor Hotels,FR0000120404,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,FTI,30.51,30.62,30.25,30.26,1397348,45,TechnipFMC,GB00BDSFG982,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
3/6/2017,KER,216.3989,217.5144,216.213,217.282,163558,42,Kering,FR0000121485,FR0003500008,CAC 40,39,2856388,4972.19,4985.24,4960.26,4983.96,PX1
